title,author,isbn,call_number,call_prefix,subjects,summary,series,reading_level,ol_summary,ol_subjects,ol_pages,gb_summary,gb_categories,gb_pages,gb_rating,enriched_summary,enriched_subjects,pages
Peter & the shadow thieves,"Barry, Dave",9780786837878,F Bar,FIC,Adventure fiction | Humorous fiction | Shades and shadows -- Fiction. | Characters and characteristics in literature -- Fiction.,"Peter must visit London to help his friend Molly and her family of starcatchers locate the missing starstuff, leaving the boys on Mollusk Island at the mercy of Hook.",,780,,"Shadows|Characters in literature|Humorous stories|Adventure and adventurers|Juvenile fiction|Fiction|Shades and shadows|Adventure stories|Characters and characteristics in literature|Fantasy fiction|Adventure fiction|Humorous fiction|Accelerated Reader|5.3.|Children's fiction|Shadows, fiction|Adventure and adventurers, fiction|Magic, fiction|Pirates, fiction|Never-Never Land (Imaginary place)",557,,,,,"Peter must visit London to help his friend Molly and her family of starcatchers locate the missing starstuff, leaving the boys on Mollusk Island at the mercy of Hook.","Adventure fiction | Humorous fiction | Shades and shadows -- Fiction. | Characters and characteristics in literature -- Fiction.|Shadows|Characters in literature|Humorous stories|Adventure and adventurers|Juvenile fiction|Fiction|Shades and shadows|Adventure stories|Characters and characteristics in literature|Fantasy fiction|Adventure fiction|Humorous fiction|Accelerated Reader|5.3.|Children's fiction|Shadows, fiction|Adventure and adventurers, fiction|Magic, fiction|Pirates, fiction|Never-Never Land (Imaginary place)",557
Crispin  at the edge of the world,Avi 1937-,078685152X,F Avi,FIC,Middle Ages -- Fiction. | Voyages and travels -- Fiction. | Family life -- Fiction. | Historical fiction,"Branded as traitors by the king's authorities, Crispin and his guardian, Bear, flee to coastal towns in fourteenth-century England, where they perform a musical juggling act and bond as a family after befriending a disfigured girl.",,5.4,,"Children's fiction|Middle ages, fiction|Voyages and travels, fiction|Family, fiction|Great britain, history, fiction|Adventure and adventurers, fiction|Fiction|History|Large type books|Middle Ages|Voyages and travels|Families|Juvenile fiction|Identity (Philosophical concept)|Orphans|Identity",234,,,,,"Branded as traitors by the king's authorities, Crispin and his guardian, Bear, flee to coastal towns in fourteenth-century England, where they perform a musical juggling act and bond as a family after befriending a disfigured girl.","Middle Ages -- Fiction. | Voyages and travels -- Fiction. | Family life -- Fiction. | Historical fiction|Children's fiction|Middle ages, fiction|Voyages and travels, fiction|Family, fiction|Great britain, history, fiction|Adventure and adventurers, fiction|Fiction|History|Large type books|Middle Ages|Voyages and travels|Families|Juvenile fiction|Identity (Philosophical concept)|Orphans|Identity",234
Fly by night,"Hardinge, Frances",9780060876272 (trade bdg.),F Har,FIC,Geese -- Fiction. | Language and languages -- Fiction. | Fantasy fiction | Swindlers and swindling -- Fiction.,"Mosca Mye and her homicidal goose, Saracen, travel to the city of Mandelion on the heels of smooth-talking con-man, Eponymous Clent.",,6.7,,"Juvenile fiction|Books and reading|Fantasy|Geese|Guilds|Swindlers and swindling|Language and languages|Fiction|Fantasy fiction|Revolutionaries|Children's fiction|Reading, fiction|Geese, fiction|Middle ages, fiction",,,,,,"Mosca Mye and her homicidal goose, Saracen, travel to the city of Mandelion on the heels of smooth-talking con-man, Eponymous Clent.","Geese -- Fiction. | Language and languages -- Fiction. | Fantasy fiction | Swindlers and swindling -- Fiction.|Juvenile fiction|Books and reading|Fantasy|Geese|Guilds|Swindlers and swindling|Language and languages|Fiction|Fantasy fiction|Revolutionaries|Children's fiction|Reading, fiction|Geese, fiction|Middle ages, fiction",
The Ravenmaster's secret  escape from the Tower of London,"Woodruff, Elvira",0439281342,F Woo,FIC,Christianity -- Fiction. | Ravens -- Fiction. | Prisoners -- Fiction. | Historical fiction,The eleven-year-old son of the Ravenmaster at the Tower of London befriends a Jacobite rebel being held prisoner there.,,750,,"Jacobites in fiction|Juvenile fiction|Ravens in fiction|Fiction|Prisoners in fiction|Ravens|Jacobites|Tower of London (London, England)|Prisoners|History|Children's fiction|Ravens, fiction|London (england), history, fiction",225,,,,,The eleven-year-old son of the Ravenmaster at the Tower of London befriends a Jacobite rebel being held prisoner there.,"Christianity -- Fiction. | Ravens -- Fiction. | Prisoners -- Fiction. | Historical fiction|Jacobites in fiction|Juvenile fiction|Ravens in fiction|Fiction|Prisoners in fiction|Ravens|Jacobites|Tower of London (London, England)|Prisoners|History|Children's fiction|Ravens, fiction|London (england), history, fiction",225
Space race,"Waugh, Sylvia",0440417147,F WAU,FIC,Extraterrestrial beings -- Fiction. | Father-son relationship -- Fiction. | Science fiction | Large print books,"When he learns that he and his father must soon leave Earth, eleven-year-old Thomas Derwent is upset, but a terrible accident that separates the two of them makes Thomas's situation much worse.",,700,,Extraterrestrial beings|Juvenile fiction|Fathers and sons|Fiction|Science fiction|Large type books|New York Times reviewed,241,,,,,"When he learns that he and his father must soon leave Earth, eleven-year-old Thomas Derwent is upset, but a terrible accident that separates the two of them makes Thomas's situation much worse.",Extraterrestrial beings -- Fiction. | Father-son relationship -- Fiction. | Science fiction | Large print books|Extraterrestrial beings|Juvenile fiction|Fathers and sons|Fiction|Science fiction|Large type books|New York Times reviewed,241
Weedflower,"Kadohata, Cynthia",0689865740,F Kad,FIC,"Japanese Americans -- Fiction. -- Evacuation and relocation, 1942-1945 | Japanese Americans -- Fiction. | World War, 1939-1945 -- Fiction. -- United States | Mohave Indians -- Fiction. | Native Americans -- Fiction. -- Arizona | Historical fiction","After twelve-year-old Sumiko and her Japanese-American family are relocated from their flower farm in southern California to an internment camp on a Mojave Indian reservation in Arizona, she helps her family and neighbors, becomes friends with a local Indian boy, and tries to hold on to her dream of owning a flower shop.",,5.0,,"Mohave Indians|Japanese Americans|Indians of North America|Juvenile fiction|Evacuation and relocation, 1942-1945|Fiction|World War, 1939-1945|History|Preteen girls|Japanese-American girls|Determination in girls|The Forties (20th century)|Japanese-American families|Japanese-Americans|Mass internment|World War II|Native American boys|Interethnic friendship|Twelve-year-old girls|Evacuation of civilians",260,,,,,"After twelve-year-old Sumiko and her Japanese-American family are relocated from their flower farm in southern California to an internment camp on a Mojave Indian reservation in Arizona, she helps her family and neighbors, becomes friends with a local Indian boy, and tries to hold on to her dream of owning a flower shop.","Japanese Americans -- Fiction. -- Evacuation and relocation, 1942-1945 | Japanese Americans -- Fiction. | World War, 1939-1945 -- Fiction. -- United States | Mohave Indians -- Fiction. | Native Americans -- Fiction. -- Arizona | Historical fiction|Mohave Indians|Japanese Americans|Indians of North America|Juvenile fiction|Evacuation and relocation, 1942-1945|Fiction|World War, 1939-1945|History|Preteen girls|Japanese-American girls|Determination in girls|The Forties (20th century)|Japanese-American families|Japanese-Americans|Mass internment|World War II|Native American boys|Interethnic friendship|Twelve-year-old girls|Evacuation of civilians",260
The clue of the linoleum lederhosen,"Anderson, M. T.",0152053522,F And,FIC,Hotels and motels -- Fiction. | Resorts -- Fiction. | Heroes and heroines -- Fiction. | Humorous fiction,"Looking forward to a vacation, Katie, Lily, and Jasper attach their flying Gyroscopic Sky Suite to the Moose Tongue Lodge and Resort, where they mingle with other child heroes found in books, and where they become embroiled in a mystery involving lederhosen-clothed quintuplets and a screaming ventriloquist.",,4.8,,"Fiction|Mystery and detective stories|Resorts|Humorous stories|Hotels, motels|Characters in literature|Juvenile fiction|Heroes|Hotels|Characters and characteristics in literature|Hotels and motels|Heroes and heroines|Mystery fiction|Humorous fiction|Accelerated Reader|Children's fiction|Fantasy fiction|Hotels, motels, etc., fiction|Heroes, fiction",,,,,,"Looking forward to a vacation, Katie, Lily, and Jasper attach their flying Gyroscopic Sky Suite to the Moose Tongue Lodge and Resort, where they mingle with other child heroes found in books, and where they become embroiled in a mystery involving lederhosen-clothed quintuplets and a screaming ventriloquist.","Hotels and motels -- Fiction. | Resorts -- Fiction. | Heroes and heroines -- Fiction. | Humorous fiction|Fiction|Mystery and detective stories|Resorts|Humorous stories|Hotels, motels|Characters in literature|Juvenile fiction|Heroes|Hotels|Characters and characteristics in literature|Hotels and motels|Heroes and heroines|Mystery fiction|Humorous fiction|Accelerated Reader|Children's fiction|Fantasy fiction|Hotels, motels, etc., fiction|Heroes, fiction",
Gossamer,"Lowry, Lois",0618685502 (hardcover),F Low,FIC,Dreams -- Fiction. | Foster home care -- Fiction. | Child abuse -- Fiction.,"While learning to bestow dreams, a young dream giver tries to save an eight-year-old boy from the effects of both his abusive past and the nightmares inflicted on him by the frightening Sinisteeds.",,5.4,,"Child abuse|Foster home care|Fiction|Nightmares|Juvenile fiction|Dreams|Dreams, fiction|Nightmares, fiction|Foster home care, fiction|Child abuse, fiction|Children's fiction|New York Times reviewed|Large type books",140,,,,,"While learning to bestow dreams, a young dream giver tries to save an eight-year-old boy from the effects of both his abusive past and the nightmares inflicted on him by the frightening Sinisteeds.","Dreams -- Fiction. | Foster home care -- Fiction. | Child abuse -- Fiction.|Child abuse|Foster home care|Fiction|Nightmares|Juvenile fiction|Dreams|Dreams, fiction|Nightmares, fiction|Foster home care, fiction|Child abuse, fiction|Children's fiction|New York Times reviewed|Large type books",140
Firegirl,"Abbott, Tony",0316011711 (hardcover),F Abb,FIC,Middle school students -- Fiction. | Wounds and injuries -- Fiction. | Disfigured persons -- Fiction | Church schools -- Fiction. | School stories | Bildungsromans,"A middle school boy's life is changed when Jessica, a girl disfigured by burns, starts attending his Catholic school while receiving treatment at a local hospital.",,4.1,,"Fiction|Coming of age|Disfigured persons|Schools|Burns and scalds|Catholic schools|Juvenile Fiction|Middle school students|Juvenile fiction|Children's fiction|Schools, fiction|Friendship, fiction",,,,,,"A middle school boy's life is changed when Jessica, a girl disfigured by burns, starts attending his Catholic school while receiving treatment at a local hospital.","Middle school students -- Fiction. | Wounds and injuries -- Fiction. | Disfigured persons -- Fiction | Church schools -- Fiction. | School stories | Bildungsromans|Fiction|Coming of age|Disfigured persons|Schools|Burns and scalds|Catholic schools|Juvenile Fiction|Middle school students|Juvenile fiction|Children's fiction|Schools, fiction|Friendship, fiction",
Half-moon investigations,"Colfer, Eoin",0786849576,F Col,FIC,Bildungsromans | Detectives -- Fiction. | Good and evil -- Fiction. | Mystery fiction,"Twelve-year-old online detective school graduate Fletcher Moon--who suffers the nickname ""Half Moon"" because of his small stature--helps solve crimes for classmates and others in his Irish town, but things start to go wrong when he is asked to find a reportedly stolen lock of a pop star's hair and ends up an arson suspect.",,4.8,,"Mystery and detective stories|Private investigators|Conspiracies|Juvenile fiction|Size|Fiction|Children's fiction|Conspiracies, fiction|Detective and mystery stories|Stature|Large type books|JUVENILE FICTION / Mysteries & Detective Stories|Mystery fiction|Bildungsromans|Good and evil|Young Adult Fiction|Body size|Détectives|Romans, nouvelles, etc. pour la jeunesse|Constitution corporelle",290,,,,,"Twelve-year-old online detective school graduate Fletcher Moon--who suffers the nickname ""Half Moon"" because of his small stature--helps solve crimes for classmates and others in his Irish town, but things start to go wrong when he is asked to find a reportedly stolen lock of a pop star's hair and ends up an arson suspect.","Bildungsromans | Detectives -- Fiction. | Good and evil -- Fiction. | Mystery fiction|Mystery and detective stories|Private investigators|Conspiracies|Juvenile fiction|Size|Fiction|Children's fiction|Conspiracies, fiction|Detective and mystery stories|Stature|Large type books|JUVENILE FICTION / Mysteries & Detective Stories|Mystery fiction|Bildungsromans|Good and evil|Young Adult Fiction|Body size|Détectives|Romans, nouvelles, etc. pour la jeunesse|Constitution corporelle",290
